Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Use_Other_More,Reasons_Other,Consider_Discontinue,Reasons_Discontinue,Additional_Feedback
Male,College of Art and Built Environment,No,Level 600,On-campus,No,Occasionally,4,Mobile data/Internet,No,"MTN, Glo, AirtelTigo",False,More affordable plans/pricing,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5ijRZgDUgGsYrbBgCVZlzr4lHA1KIZo
Female,College of Art and Built Environment,Yes,Level 200,On-campus,No,Daily,5,Mobile data/Internet,Yes,"AirtelTigo, Glo",False,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength, Better customer service",No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",s9iUAKByNvHXF7p9ekyhPirbzuDlrS7vlu94c1IMAyO6p77g7BKwcnWnlx
Female,College of Art and Built Environment,No,Level 400,On-campus,Yes,Occasionally,2,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Glo,False,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, High costs/pricing",MVJWC5NhEKlppmbZc34hct6SYBjw8fizKalNTOM2vR8
Female,College of Art and Built Environment,No,Level 300,Off-campus,No,Never,5,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",Yes,MTN,False,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing, Better customer service",Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",87nNRj0uQQZd1tNQjEasxwHpVrHyZYeGYYqEgc6VTKIjmhWhaEgfUtdkG8hu79W4m57
Female,College of Art and Built Environment,No,Level 600,Off-campus,No,Several times a week,1,SMS/Text messaging,No,MTN,True,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds, Better customer service",No,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",W7R4ULcmBNbUINJ6gUqYYkYGaQYf0oS47rQq5LNSu8CwBEqTXRKJqZ32ROH3kF0LylDQImDG
Female,College of Art and Built Environment,No,Level 500,Off-campus,No,Rarely,3,"Mobile data/Internet, SMS/Text messaging, None of the above",No,"Glo, MTN, AirtelTigo",True,Better customer service,Yes,"High costs/pricing, Poor network quality/coverage",Vcctw6AcLrKhi37QaXShgHAaS0j5zkhzRW5lkimhxRgQnzFjcdVcAu
Male,College of Art and Built Environment,Yes,Level 200,On-campus,Yes,Occasionally,1,"None of the above, Voice Calls",No,"AirtelTigo, Glo",True,"More affordable plans/pricing, Better network coverage/signal strength",Yes,"High costs/pricing, Insufficient data allowance",bSA2iPbaqGwF9QhrReZgo10KgRLVlIaf0CBlAkTT7917n6tap7EGSMIZbhJGR0tNGBHUJMcqC72Zjo
Female,College of Art and Built Environment,No,Level 200,Off-campus,Yes,Daily,2,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",Yes,"MTN, AirtelTigo",True,"More affordable plans/pricing, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",drDXxOSnKmQ30nMMfyUrvvK3r2l38bOoMW2lFXtoSHLxDOSAuNCvtrH3xugW8C0C189CDJs
Female,College of Art and Built Environment,No,Level 500,On-campus,Yes,Never,2,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",No,MTN,True,Better customer service,Yes,Insufficient data allowance,7lUgWhwWcupHd9qJslBBVsgXwCNc6n6ZfD
Male,College of Art and Built Environment,Yes,Level 100,Off-campus,Yes,Occasionally,4,SMS/Text messaging,No,"AirtelTigo, MTN",True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",OioNvm1pnPSNR2lqhGSJzCQ5zc4JmWy1C9yJsDNrQzetMvdcAo3LG7jE
Female,College of Art and Built Environment,No,Level 400,Off-campus,Yes,Rarely,4,"Voice Calls, SMS/Text messaging",No,"AirtelTigo, MTN",True,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength, Better customer service",No,High costs/pricing,weIiRnKOnZyiTNdaQymY
Female,College of Art and Built Environment,Yes,Level 400,Off-campus,Yes,Daily,2,"Mobile data/Internet, None of the above",Yes,"AirtelTigo, Glo",False,Better customer service,No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",blbgd23at2PpEGqMN5SaX6XtX7Os0Vp
Male,College of Art and Built Environment,No,Level 500,Off-campus,No,Several times a week,4,"SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, Glo",True,"Better customer service, Faster internet speeds, More affordable plans/pricing",No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",dcsqb0gF7z1Y5we4g7LjOlzZ0P9kTwH21VHXPqRKl322TLaEbsV
Female,College of Art and Built Environment,Yes,Level 500,On-campus,Yes,Several times a week,5,SMS/Text messaging,Yes,AirtelTigo,True,Better customer service,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",bXrtR6zZOqVelqywqTtMuxNGBlIfMBX4gw2uiyPG8L6ZmuHZQy
Male,College of Art and Built Environment,Yes,Level 400,Off-campus,No,Rarely,4,"SMS/Text messaging, Voice Calls, None of the above",No,"AirtelTigo, MTN",True,"Better network coverage/signal strength, Faster internet speeds",Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",zlGDWFj1uhJCk7gPywNJ4Ju5vOBgOo6Ve2mlrxhpHor8xeMGoc6nEg7MSQI5F6jAxv3xtKW0KODrp
Male,College of Art and Built Environment,Yes,Level 300,On-campus,No,Occasionally,4,"None of the above, Mobile data/Internet",Yes,MTN,False,Better customer service,No,Poor network quality/coverage,DBBX34X4c1kr1bIXtymIoc9vbA
Male,College of Art and Built Environment,No,Level 300,On-campus,Yes,Daily,2,"Voice Calls, Mobile data/Internet",Yes,MTN,True,Faster internet speeds,Yes,"Unsatisfactory customer service, Poor network quality/coverage",xGpzr4Li9qqgg0qIkcYV0q5TDLXl9ZcEi1DhSh49OqWaxNPqaHs6nAGmhmLgnlkdxGFIMX7V
Female,College of Art and Built Environment,Yes,Level 300,Off-campus,No,Daily,5,"None of the above, Mobile data/Internet",No,"AirtelTigo, Glo",False,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing",No,Unsatisfactory customer service,suZM5lBYI6CEtuv0mW5j6ziUgTF1hK395gsUDIKI0urNssn7JmKcZaonomMPK5eGUS1pnWbUc
Female,College of Art and Built Environment,No,Level 600,Off-campus,Yes,Several times a week,2,"SMS/Text messaging, None of the above, Voice Calls",No,"MTN, Glo",True,"Better customer service, More affordable plans/pricing, Faster internet speeds",No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",VtZNMIM1lHnqcM5jXJ521rndwPm0lfQ0FaWj3R4wSNqkCHTEP
Male,College of Art and Built Environment,Yes,Level 500,Off-campus,Yes,Several times a week,2,"Voice Calls, SMS/Text messaging",Yes,"Glo, AirtelTigo",False,"Better customer service, More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",uRqwbE7iJeviYwHFE8Cld0GFEMuKyeP79OctRbgVOpxPy7zyZZbcmX95aiwcgvFuccpypF620FdQeZLsiQ5ZprshURoAkmWr2U
Male,College of Art and Built Environment,Yes,Level 200,On-campus,No,Never,3,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,"Glo, AirtelTigo, MTN",True,"Better customer service, Faster internet speeds, More affordable plans/pricing",No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",bBFsiNgdY4rTTgeLEAo8yFO68t2rr7EHcbaoMbZmytzfd9THs4PMaqVVmVn33DYAcElORVfN4fIWpuZZrbWSlb7VHmFS7EgHZvG
Female,College of Art and Built Environment,No,Level 100,Off-campus,No,Several times a week,3,"None of the above, Voice Calls",No,"MTN, AirtelTigo",True,Better customer service,No,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",6QE2vFmTtihLBVJK4DmhEl7SSrnUz5HCjxtb0llhFjwdSkcN44BNfximowBK8uHoWINiTsPWvR3A0ADWg6LnwyInBZWPbKw0mHU2
Female,College of Art and Built Environment,No,Level 300,On-campus,No,Rarely,3,Voice Calls,Yes,Glo,False,"Better customer service, Faster internet speeds, More affordable plans/pricing",No,"Unsatisfactory customer service, Insufficient data allowance",pd87bhIVAq4Zna5a17x8HUP7U
Female,College of Art and Built Environment,Yes,Level 100,On-campus,Yes,Never,1,None of the above,Yes,"MTN, Glo, AirtelTigo",True,"Better customer service, Faster internet speeds, More affordable plans/pricing",Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",WHeUFBoXVNEZrhILq3hVeZjf40XqwtL2H3OXgJqMqDtMCowPgbRecPXiHayH7bpOSVGv4zs6ddz6nZQykOlzwHtyhe
Male,College of Art and Built Environment,Yes,Level 100,On-campus,Yes,Several times a week,5,Mobile data/Internet,Yes,"MTN, Glo",False,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service",No,Poor network quality/coverage,zSgsCPBrGSkCc0bZRXxtGuP2Nz74rhLV
Male,College of Art and Built Environment,Yes,Level 300,Off-campus,No,Never,2,Voice Calls,No,"AirtelTigo, MTN",True,"More affordable plans/pricing, Better customer service, Faster internet speeds",No,"High costs/pricing, Insufficient data allowance",k0d6pkipZ1cFB4rBEOZBv65z2POzRWwsK3pfr68i9Fd6hfdQhTbeXcOzBSOMGc2PIOpWrw3p
Female,College of Art and Built Environment,No,Level 100,On-campus,Yes,Rarely,2,"None of the above, SMS/Text messaging, Voice Calls",No,"AirtelTigo, MTN, Glo",True,"More affordable plans/pricing, Better network coverage/signal strength",Yes,Unsatisfactory customer service,oZfMbeMZKcjMq3Ad05ywIlYIBQshop5qwflSuPzKojH8b7bxhWc1XpxAmI6qXViggAUfAjthfAhIpW5ooWGJZ06HkjVQU66
Female,College of Art and Built Environment,Yes,Level 200,Off-campus,No,Daily,3,"Mobile data/Internet, None of the above, Voice Calls",No,"AirtelTigo, MTN, Glo",True,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",No,Poor network quality/coverage,IT78aY5ClQ3CkKDKKIGV14mQv
Male,College of Art and Built Environment,Yes,Level 500,On-campus,Yes,Daily,5,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,MTN,True,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",cUAQ1gFLYOAdh9MIU4GdSdMQxyhJHIFKP4KjlhlviHKE0lBtZkhbCBG5b
Male,College of Art and Built Environment,Yes,Level 200,On-campus,Yes,Several times a week,5,Mobile data/Internet,No,AirtelTigo,True,"Better customer service, Faster internet speeds",No,"High costs/pricing, Unsatisfactory customer service",UQWGoIL1bKmXZ0kJsVegu6U8ALpBs4GwrO8kGhetSKcDtvJBS66JZ5NAxti0EcJDKMzn4sz2YKfqj2jq6
Female,College of Art and Built Environment,No,Level 600,On-campus,Yes,Rarely,4,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",No,Glo,False,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength, Faster internet speeds",Yes,"Poor network quality/coverage, High costs/pricing",AJCuMiWacO8XgVUbc0XXu2tkmXemCdKQcuPULcDLRwJ5JqWMhEYuvJHz1sEW3IcJV1oPs11lNbe3Pt
Female,College of Art and Built Environment,No,Level 200,Off-campus,Yes,Occasionally,4,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,"AirtelTigo, Glo",False,"More affordable plans/pricing, Better network coverage/signal strength",No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",wU97zQ8nUzBgdtSe5k5z8Z
Female,College of Art and Built Environment,No,Level 600,On-campus,Yes,Several times a week,2,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,"Glo, AirtelTigo, MTN",True,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength, Faster internet speeds",Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",1LJr0WXCdw7acLBx4cfZORgy9wnGWkAKmt6B13XlGOf8UjIk8HDM2spmticpzLBViyOVuom2QRSsxnS
Male,College of Art and Built Environment,No,Level 100,Off-campus,No,Several times a week,2,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,"MTN, Glo",True,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, Poor network quality/coverage",jtFh5V8REZxv6Nfvor12IyVRt9lnufE7dEFpiYSyAe7u67bChYgkEFd9nv3hTcUE1iuiJTmsnif
Female,College of Art and Built Environment,Yes,Level 100,On-campus,No,Several times a week,3,"None of the above, SMS/Text messaging, Voice Calls",Yes,"Glo, AirtelTigo, MTN",False,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service",Yes,"Poor network quality/coverage, Unsatisfactory customer service",B7ZsYXkiQguA5HcDtm0aLMajqLrU2skeSU3B9XH0JeVi
Female,College of Art and Built Environment,No,Level 200,Off-campus,No,Daily,1,Mobile data/Internet,Yes,Glo,True,Better customer service,Yes,"Insufficient data allowance, Poor network quality/coverage",xXOff6BGjvhuR0QCF0SdmArcJ04Ksh
Male,College of Art and Built Environment,Yes,Level 100,Off-campus,Yes,Rarely,1,Mobile data/Internet,No,MTN,False,Better network coverage/signal strength,Yes,"Unsatisfactory customer service, Poor network quality/coverage",k9Wtr3cAx1ruC35Xb8Dpwz7c5IqYoaobeItpFQZoIizCePpFt5HetOj8YXROINE7kYELX6N2VP5r8wA0ByTaA4D
Male,College of Art and Built Environment,Yes,Level 300,Off-campus,Yes,Rarely,3,SMS/Text messaging,No,"MTN, AirtelTigo",False,"Faster internet speeds, More affordable plans/pricing",Yes,"Poor network quality/coverage, Insufficient data allowance",KWFTD5L279iKVgZrYWSVPtOYHTzuYi3DfbE5eGMaCY7KhYWhoPUEBsRrSCb7hJSlC3Q2CZGSjVZXyCiNPCZxnGxTjk5m4C
Female,College of Art and Built Environment,Yes,Level 100,Off-campus,Yes,Never,1,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, MTN, Glo",True,"Better customer service, Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",y6TNETS9sIcEVQM8PmzdIGhbhrK45EuwxmRcyQyEXwkX7JV0wUP7S7r
Male,College of Art and Built Environment,Yes,Level 600,On-campus,No,Several times a week,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,Glo,True,"Better customer service, More affordable plans/pricing, Faster internet speeds",No,"Unsatisfactory customer service, Poor network quality/coverage",FEZiDANqK9agHVPoDSubdC3P56JdKrMAYJHcfrZ529aIAWqVcdwVh1zhCNYuzBbB7wjFKM7HhB9JpcWzrCyosl
Female,College of Art and Built Environment,Yes,Level 100,Off-campus,Yes,Occasionally,2,"Voice Calls, SMS/Text messaging, None of the above",Yes,"MTN, AirtelTigo, Glo",True,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds, Better customer service",No,"Insufficient data allowance, Unsatisfactory customer service",sAJ9GeEYKPUwCtf9plf7SKweLCEI3iZnsP8PWUtiBIbc0xv7sYtZ7c4MlLCwDmChuZSerYRV3O3624S4OHd739k3dC5TT5FMr
Female,College of Art and Built Environment,Yes,Level 500,On-campus,Yes,Rarely,4,"Mobile data/Internet, None of the above",Yes,"MTN, AirtelTigo, Glo",True,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",No,Unsatisfactory customer service,aLbhvQ9gQO5CERRJvkYJGI7O6qafPjeDVIKdz
Female,College of Art and Built Environment,No,Level 100,Off-campus,Yes,Daily,3,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,MTN,False,"More affordable plans/pricing, Better network coverage/signal strength",No,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",doEpUnJfpLpK3O0EY0iSD8jY8oNXICCyRYz3gktd8qDnaJxfCrngpEwDCv2UTLryFj5hDNheV7MUGC2KS06lR8YNEOckix
Male,College of Art and Built Environment,No,Level 600,Off-campus,Yes,Several times a week,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,"MTN, AirtelTigo",True,Better customer service,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",4VATsV5ogvXs2Y5XbgOzKodCECakZvPWTTIh1l2iGKV
Female,College of Art and Built Environment,Yes,Level 400,On-campus,Yes,Occasionally,2,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",Yes,Glo,True,"Better customer service, Better network coverage/signal strength, Faster internet speeds",No,Unsatisfactory customer service,X8i9ZD6jS9kjI4MkWYgzc3iaAIRzL1HcazhB89Ht1FukIYNOXliTupJOPRewiCOg4rhCWca7KP1
Female,College of Art and Built Environment,No,Level 400,On-campus,No,Rarely,4,"None of the above, SMS/Text messaging, Mobile data/Internet",Yes,"MTN, Glo",True,"Better customer service, Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",Yes,"High costs/pricing, Insufficient data allowance",WmrKMQLYg8cdQcj5TO1nhRnadnaK6GmPiRhzBBrpri0PW1GX6zrFSIXnBSaH9MYqoQ4uLgD1cBAvqhihKrpGlXbYuBIPFMm
Female,College of Art and Built Environment,No,Level 500,Off-campus,No,Occasionally,3,None of the above,No,"AirtelTigo, MTN, Glo",False,More affordable plans/pricing,No,Poor network quality/coverage,p5ba6UFkWINdQWCD8hgiGOZB2o
Female,College of Art and Built Environment,No,Level 600,Off-campus,Yes,Rarely,4,"SMS/Text messaging, Mobile data/Internet, None of the above",Yes,"Glo, MTN",False,"Better customer service, Better network coverage/signal strength",No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",VV4KDuHcpmbKW8ufJUUNuowpSENdMhADxWUpQZjqI3RQ1fg
Male,College of Art and Built Environment,No,Level 200,Off-campus,Yes,Never,4,"Mobile data/Internet, Voice Calls",Yes,Glo,True,"More affordable plans/pricing, Faster internet speeds",Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",bYJ3yb8kiOlgd3EixGozs5QHZTskwbqDuMB2uE
